a,b,c,predicted,score
program,software,repository,snippet,0.9997737285136482
a,b,c,predicted,score
program,software,repository,tests,0.9686766316675917
a,b,c,predicted,score
program,software,repository,workshop,0.9944784949917382
a,b,c,predicted,score
function,variable,type,dsu,0.9933203165024334
addition,deletion,change,details,0.9806650104179657
program,software,repository,many,0.9849096850604542
